pollinator_species,plant_family,plant_species,location_name,date,ecosystem
Ceratina_acantha,Rosaceae,Fragaria_virginiana,cr2,5/7/2010,Oak Savannah
Cheilosia_rita,Ranunculaceae,Ranunculus_occidentalis,cr2,5/7/2010,Oak Savannah
Cheilosia_rita,Ranunculaceae,Ranunculus_occidentalis,cr2,5/7/2010,Oak Savannah
Lasioglossum_knereri,Ranunculaceae,Ranunculus_occidentalis,cr2,5/7/2010,Oak Savannah
Cheilosia_rita,Ranunculaceae,Ranunculus_occidentalis,cr2,5/7/2010,Oak Savannah
Cheilosia_rita,Ranunculaceae,Ranunculus_occidentalis,cr2,5/7/2010,Oak Savannah
Cheilosia_rita,Ranunculaceae,Ranunculus_occidentalis,cr2,5/7/2010,Oak Savannah
Bombus_flavifrons,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/7/2010,Oak Savannah
Dasysyrphus_sp,Saxifragaceae,Lithophragma_parviflorum,go2,5/7/2010,Oak Savannah
Osmia_dolerosa,Plantaginaceae,Collinsia_parviflora,go2,5/7/2010,Oak Savannah
Bombus_mixtus,Rosaceae,Geranium_molle,go2,5/7/2010,Oak Savannah
Bombus_bifarius,Rosaceae,Geranium_molle,go2,5/7/2010,Oak Savannah
Volucella_bombylans,Asparagaceae,Camassia_quamash,go2,5/7/2010,Oak Savannah
Volucella_bombylans,Asparagaceae,Camassia_quamash,go2,5/7/2010,Oak Savannah
Bombus_melanopygus,Asparagaceae,Camassia_quamash,go2,5/7/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,go2,5/7/2010,Oak Savannah
Osmia_lignaria,Asparagaceae,Camassia_quamash,go2,5/7/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,go2,5/7/2010,Oak Savannah
Osmia_lignaria,Asparagaceae,Camassia_quamash,go2,5/7/2010,Oak Savannah
Lasioglossum_olympiae,Asparagaceae,Camassia_quamash,go2,5/7/2010,Oak Savannah
Andrena_sigmundi,Asparagaceae,Camassia_quamash,go2,5/7/2010,Oak Savannah
Bombus_mixtus,Asparagaceae,Camassia_quamash,go2,5/7/2010,Oak Savannah
Lasioglossum_olympiae,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Lasioglossum_sp_6,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Lasioglossum_olympiae,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Andrena_caerulea,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Apis_mellifera,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Andrena_cressonii,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Apis_mellifera,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Elateridae_sp_3,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Dasysyrphus_sp,Caprifoliaceae,Plectritis_congesta,go2,5/7/2010,Oak Savannah
Nomada_sp_3,Caprifoliaceae,Plectritis_congesta,go2,5/7/2010,Oak Savannah
Volucella_bombylans,Caprifoliaceae,Plectritis_congesta,go2,5/7/2010,Oak Savannah
Volucella_bombylans,Caprifoliaceae,Plectritis_congesta,go2,5/7/2010,Oak Savannah
Lasioglossum_olympiae,Ranunculaceae,Ranunculus_occidentalis,go2,5/7/2010,Oak Savannah
Andrena_auricoma,Ranunculaceae,Ranunculus_occidentalis,go2,5/7/2010,Oak Savannah
Lasioglossum_knereri,Ranunculaceae,Ranunculus_occidentalis,go2,5/7/2010,Oak Savannah
Dasysyrphus_sp,Ranunculaceae,Ranunculus_occidentalis,go2,5/7/2010,Oak Savannah
Bruchidae_sp,Ranunculaceae,Ranunculus_occidentalis,go2,5/7/2010,Oak Savannah
Andrena_caerulea,Ranunculaceae,Ranunculus_occidentalis,go2,5/7/2010,Oak Savannah
Lasioglossum_sp_5,Ranunculaceae,Ranunculus_occidentalis,go2,5/7/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Halictus_rubicundus,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Halictus_rubicundus,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Andrena_sp,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Andrena_subtilis,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Myopa_sp_2,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Lasioglossum_olympiae,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Andrena_cressonii,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Apis_mellifera,Apiaceae,Lomatium_utriculatum,go2,5/7/2010,Oak Savannah
Lasioglossum_olympiae,Saxifragaceae,Lithophragma_parviflorum,go2,5/7/2010,Oak Savannah
Andrena_nigrocaerulea,Saxifragaceae,Lithophragma_parviflorum,go2,5/7/2010,Oak Savannah
Osmia_tristella,Plantaginaceae,Collinsia_parviflora,go2,5/7/2010,Oak Savannah
Osmia_albolateralis,Plantaginaceae,Collinsia_parviflora,go2,5/7/2010,Oak Savannah
Osmia_tristella,Plantaginaceae,Collinsia_parviflora,go2,5/7/2010,Oak Savannah
Osmia_dolerosa,Plantaginaceae,Collinsia_parviflora,go2,5/7/2010,Oak Savannah
Bombus_bifarius,Plantaginaceae,Collinsia_parviflora,go2,5/7/2010,Oak Savannah
Bombus_melanopygus,Plantaginaceae,Collinsia_parviflora,go2,5/7/2010,Oak Savannah
Bombus_melanopygus,Plantaginaceae,Collinsia_parviflora,go2,5/7/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,sm2,5/8/2010,Oak Savannah
Bombus_melanopygus,Ericaceae,Arctostaphylos_uva-ursi,sm2,5/8/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,sm2,5/8/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,sm2,5/8/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,sm2,5/8/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,sm2,5/8/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,sm2,5/8/2010,Oak Savannah
Epalpus_signifer,Ericaceae,Arctostaphylos_uva-ursi,sm2,5/8/2010,Oak Savannah
Lasioglossum_sp_3,Ericaceae,Arctostaphylos_uva-ursi,sm2,5/8/2010,Oak Savannah
Lycaenidae_sp1,Ericaceae,Arctostaphylos_uva-ursi,sm2,5/8/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,sm2,5/8/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,sm2,5/8/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,sm2,5/8/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,sm2,5/8/2010,Oak Savannah
Bombus_mixtus,Asparagaceae,Camassia_quamash,sm2,5/8/2010,Oak Savannah
Bombus_bifarius,Caprifoliaceae,Plectritis_congesta,sm2,5/8/2010,Oak Savannah
Osmia_lignaria,Caprifoliaceae,Plectritis_congesta,sm2,5/8/2010,Oak Savannah
Osmia_lignaria,Caprifoliaceae,Plectritis_congesta,sm2,5/8/2010,Oak Savannah
Bombylius_major,Caprifoliaceae,Plectritis_congesta,sm2,5/8/2010,Oak Savannah
Bombylius_major,Caprifoliaceae,Plectritis_congesta,sm2,5/8/2010,Oak Savannah
Lasioglossum_sp_1,Caprifoliaceae,Plectritis_congesta,sm2,5/8/2010,Oak Savannah
Adela_septcentrionella,Caprifoliaceae,Plectritis_congesta,sm2,5/8/2010,Oak Savannah
Lasioglossum_sp_3,Caprifoliaceae,Plectritis_congesta,sm2,5/8/2010,Oak Savannah
Nomada_sp_11,Caprifoliaceae,Plectritis_congesta,sm2,5/8/2010,Oak Savannah
Osmia_juxta,Phrymaceae,Mimulus_guttatus,sm2,5/8/2010,Oak Savannah
Bruchidae_sp,Phrymaceae,Mimulus_guttatus,sm2,5/8/2010,Oak Savannah
Bruchidae_sp,Phrymaceae,Mimulus_guttatus,sm2,5/8/2010,Oak Savannah
Epalpus_signifer,Ericaceae,Arctostaphylos_columbiana,sm2,5/8/2010,Oak Savannah
Bombylius_major,Ericaceae,Arctostaphylos_columbiana,sm2,5/8/2010,Oak Savannah
Lycaenidae_sp1,Ericaceae,Arctostaphylos_columbiana,sm2,5/8/2010,Oak Savannah
Andrena_scurra,Apiaceae,Sanicula_crassicaulis,go2,5/7/2010,Oak Savannah
Lasioglossum_sp_6,Apiaceae,Sanicula_crassicaulis,go2,5/7/2010,Oak Savannah
Lasioglossum_cressonii,Apiaceae,Sanicula_crassicaulis,go2,5/7/2010,Oak Savannah
Andrena_auricoma,Apiaceae,Sanicula_crassicaulis,go2,5/7/2010,Oak Savannah
Lasioglossum_sp_3,Apiaceae,Sanicula_crassicaulis,go2,5/7/2010,Oak Savannah
Andrena_caerulea,Ranunculaceae,Ranunculus_occidentalis,go2,5/7/2010,Oak Savannah
Lasioglossum_cressonii,Ranunculaceae,Ranunculus_occidentalis,go2,5/7/2010,Oak Savannah
Bombus_flavifrons,Fabaceae,Vicia_sativa,go2,5/7/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_utriculatum,mz2,5/6/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Bombus_mixtus,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Bombus_melanopygus,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Bombus_melanopygus,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Bombus_melanopygus,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Bombus_melanopygus,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Bombus_mixtus,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Osmia_lignaria,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Lasioglossum_olympiae,Asparagaceae,Camassia_quamash,mz2,5/6/2010,Oak Savannah
Andrena_salicifloris,Melanthiaceae,Zygadenus_venenosus,mz2,5/6/2010,Oak Savannah
Toxomerus_occidentalis,Ranunculaceae,Ranunculus_occidentalis,mz2,5/6/2010,Oak Savannah
Lasioglossum_sp_6,Ranunculaceae,Ranunculus_occidentalis,mz2,5/6/2010,Oak Savannah
Bruchidae_sp,Ranunculaceae,Ranunculus_occidentalis,mz2,5/6/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/7/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/7/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/7/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/7/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/7/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/7/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/7/2010,Oak Savannah
Bombylius_major,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/7/2010,Oak Savannah
Halictus_confusus,Caryophyllaceae,Cerastium_arvense,go2,5/7/2010,Oak Savannah
Bombus_bifarius,Plantaginaceae,Collinsia_parviflora,cr2,5/7/2010,Oak Savannah
Bombus_flavifrons,Plantaginaceae,Collinsia_parviflora,cr2,5/7/2010,Oak Savannah
Lasioglossum_sp_5,Plantaginaceae,Collinsia_parviflora,cr2,5/7/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,go2,4/16/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,go2,4/16/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,go2,4/16/2010,Oak Savannah
Lasioglossum_knereri,Rosaceae,Fragaria_virginiana,sm2,4/15/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_columbiana,sm2,4/15/2010,Oak Savannah
Bombylius_major,Ericaceae,Arctostaphylos_columbiana,sm2,4/15/2010,Oak Savannah
Nomada_sp_7,Ericaceae,Arctostaphylos_columbiana,sm2,4/15/2010,Oak Savannah
Nomada_sp,Ericaceae,Arctostaphylos_columbiana,sm2,4/15/2010,Oak Savannah
Apis_mellifera,Plantaginaceae,Collinsia_parviflora,go2,4/11/2010,Oak Savannah
Bombus_bifarius,Primulaceae,Dodecatheon_hendersonii,go2,4/11/2010,Oak Savannah
Andrena_auricoma,Primulaceae,Dodecatheon_hendersonii,go2,4/11/2010,Oak Savannah
Bombus_bifarius,Primulaceae,Dodecatheon_hendersonii,go2,4/14/2010,Oak Savannah
Bombus_bifarius,Berberidaceae,Mahonia_aquifolium,mz2,4/11/2010,Oak Savannah
Bombylius_major,Caprifoliaceae,Plectritis_congesta,mz2,4/18/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,mz2,4/14/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_utriculatum,mz2,4/14/2010,Oak Savannah
Eupeodes_latifasciatus,Ranunculaceae,Ranunculus_occidentalis,mz2,4/14/2010,Oak Savannah
Osmia_lignaria,Berberidaceae,Mahonia_aquifolium,mz2,4/18/2010,Oak Savannah
Melanostoma_mellinum,Ranunculaceae,Ranunculus_occidentalis,mz2,4/14/2010,Oak Savannah
Melanostoma_mellinum,Ranunculaceae,Ranunculus_occidentalis,mz2,4/14/2010,Oak Savannah
Lasioglossum_nevadense,Ranunculaceae,Ranunculus_occidentalis,mz2,4/14/2010,Oak Savannah
Osmia_lignaria,Berberidaceae,Mahonia_aquifolium,mz2,4/11/2010,Oak Savannah
Osmia_lignaria,Berberidaceae,Mahonia_aquifolium,mz2,4/11/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,mz2,4/11/2010,Oak Savannah
Polistes_sp1,Berberidaceae,Mahonia_aquifolium,go2,4/11/2010,Oak Savannah
Polistes_sp1,Berberidaceae,Mahonia_aquifolium,go2,4/11/2010,Oak Savannah
Lasioglossum_pacificum,Berberidaceae,Mahonia_aquifolium,go2,4/11/2010,Oak Savannah
Lasioglossum_cressonii,Berberidaceae,Mahonia_aquifolium,go2,4/11/2010,Oak Savannah
Lasioglossum_olympiae,Berberidaceae,Mahonia_aquifolium,go2,4/11/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_utriculatum,go2,4/11/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_utriculatum,go2,4/11/2010,Oak Savannah
Andrena_nigrocaerulea,Saxifragaceae,Lithophragma_parviflorum,go2,4/16/2010,Oak Savannah
Andrena_nigrocaerulea,Saxifragaceae,Lithophragma_parviflorum,go2,4/16/2010,Oak Savannah
Polistes_sp1,Apiaceae,Lomatium_utriculatum,go2,4/16/2010,Oak Savannah
Polistes_sp1,Apiaceae,Lomatium_utriculatum,go2,4/16/2010,Oak Savannah
Eucera_frater,Ranunculaceae,Ranunculus_occidentalis,go2,4/16/2010,Oak Savannah
Osmia_lignaria,Ranunculaceae,Ranunculus_occidentalis,go2,4/16/2010,Oak Savannah
Bombus_flavifrons,Berberidaceae,Mahonia_aquifolium,go2,4/16/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,go2,4/16/2010,Oak Savannah
Bombus_bifarius,Primulaceae,Dodecatheon_hendersonii,mz2,4/14/2010,Oak Savannah
Lasioglossum_sp_6,Apiaceae,Lomatium_utriculatum,mz2,4/14/2010,Oak Savannah
Lasioglossum_knereri,Apiaceae,Lomatium_utriculatum,mz2,4/14/2010,Oak Savannah
Buprestidae_sp_1,Apiaceae,Lomatium_utriculatum,mz2,4/14/2010,Oak Savannah
Buprestidae_sp_1,Apiaceae,Lomatium_utriculatum,mz2,4/14/2010,Oak Savannah
Osmia_lignaria,Berberidaceae,Mahonia_aquifolium,mz2,4/14/2010,Oak Savannah
Osmia_lignaria,Berberidaceae,Mahonia_aquifolium,mz2,4/14/2010,Oak Savannah
Bombus_bifarius,Berberidaceae,Mahonia_aquifolium,mz2,4/14/2010,Oak Savannah
Bombus_mixtus,Berberidaceae,Mahonia_aquifolium,go2,4/14/2010,Oak Savannah
Lasioglossum_cressonii,Berberidaceae,Mahonia_aquifolium,go2,4/14/2010,Oak Savannah
Cimbicidae_sp_1,Berberidaceae,Mahonia_aquifolium,go2,4/14/2010,Oak Savannah
Bruchidae_sp,Ranunculaceae,Ranunculus_occidentalis,go2,4/14/2010,Oak Savannah
Bruchidae_sp,Ranunculaceae,Ranunculus_occidentalis,go2,4/14/2010,Oak Savannah
Polistes_sp1,Ericaceae,Arctostaphylos_columbiana,sm2,4/15/2010,Oak Savannah
Epalpus_signifer,Ericaceae,Arctostaphylos_columbiana,sm2,4/15/2010,Oak Savannah
Bombylius_major,Ericaceae,Arctostaphylos_columbiana,sm2,4/15/2010,Oak Savannah
Lycaenidae_sp1,Ericaceae,Arctostaphylos_columbiana,sm2,4/15/2010,Oak Savannah
Andrena_nigrocaerulea,Saxifragaceae,Lithophragma_parviflorum,go2,4/25/2010,Oak Savannah
Osmia_lignaria,Apiaceae,Lomatium_utriculatum,go2,4/25/2010,Oak Savannah
Andrena_auricoma,Ranunculaceae,Ranunculus_occidentalis,go2,4/25/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,go2,4/25/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,go2,4/25/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,go2,4/25/2010,Oak Savannah
Bombus_flavifrons,Primulaceae,Dodecatheon_hendersonii,go2,4/25/2010,Oak Savannah
Andrena_sp_2,Liliaceae,Erythronium_oregonum,go2,4/25/2010,Oak Savannah
Andrena_caerulea,Ranunculaceae,Ranunculus_occidentalis,mz2,4/25/2010,Oak Savannah
Bombus_melanopygus,Asteraceae,Balsamorhiza_deltoidea,mz2,4/25/2010,Oak Savannah
Andrena_nigrocaerulea,Apiaceae,Lomatium_utriculatum,mz2,4/25/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,go2,4/25/2010,Oak Savannah
Bombus_melanopygus,Primulaceae,Dodecatheon_hendersonii,go2,4/25/2010,Oak Savannah
Eucera_frater,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Osmia_lignaria,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Eucera_frater,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Apis_mellifera,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Bombus_melanopygus,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Polistes_sp1,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Bombus_melanopygus,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Nomada_sp_4,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Bombylius_major,Phrymaceae,Mimulus_alsinoides,sm2,4/22/2010,Oak Savannah
Nomada_sp_11,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Polistes_sp1,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Lasioglossum_sp_6,Phrymaceae,Mimulus_guttatus,sm2,4/22/2010,Oak Savannah
Bombus_bifarius,Liliaceae,Erythronium_oregonum,sm2,4/22/2010,Oak Savannah
Osmia_albolateralis,Liliaceae,Erythronium_oregonum,sm2,4/22/2010,Oak Savannah
Bombus_melanopygus,Ericaceae,Arctostaphylos_uva-ursi,sm2,4/22/2010,Oak Savannah
Bombus_melanopygus,Ericaceae,Arctostaphylos_uva-ursi,sm2,4/22/2010,Oak Savannah
Bombus_melanopygus,Ericaceae,Arctostaphylos_uva-ursi,sm2,4/22/2010,Oak Savannah
Bombus_melanopygus,Ericaceae,Arctostaphylos_uva-ursi,sm2,4/22/2010,Oak Savannah
Bombylius_major,Ericaceae,Arctostaphylos_uva-ursi,sm2,4/22/2010,Oak Savannah
Osmia_lignaria,Ericaceae,Arctostaphylos_uva-ursi,sm2,4/22/2010,Oak Savannah
Bombus_flavifrons,Phrymaceae,Mimulus_guttatus,go2,4/22/2010,Oak Savannah
Andrena_nigrocaerulea,Saxifragaceae,Lithophragma_parviflorum,sm2,4/22/2010,Oak Savannah
Andrena_nigrocaerulea,Phrymaceae,Mimulus_guttatus,sm2,4/22/2010,Oak Savannah
Bruchidae_sp,Saxifragaceae,Saxifraga_occidentalis,sm2,4/22/2010,Oak Savannah
Bruchidae_sp,Saxifragaceae,Saxifraga_occidentalis,sm2,4/22/2010,Oak Savannah
Bombus_melanopygus,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Bombus_melanopygus,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Bombylius_major,Ericaceae,Arctostaphylos_columbiana,sm2,4/22/2010,Oak Savannah
Andrena_pallidifovea,Apiaceae,Lomatium_utriculatum,go2,4/25/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_utriculatum,go2,4/25/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_utriculatum,go2,4/25/2010,Oak Savannah
Elateridae_sp_5,Apiaceae,Lomatium_utriculatum,go2,4/25/2010,Oak Savannah
Melanostoma_mellinum,Ranunculaceae,Ranunculus_occidentalis,go2,4/25/2010,Oak Savannah
Andrena_caerulea,Ranunculaceae,Ranunculus_occidentalis,go2,4/25/2010,Oak Savannah
Bombus_melanopygus,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Eriozona_erraticus,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Apis_mellifera,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,go2,4/25/2010,Oak Savannah
Bombus_bifarius,Caprifoliaceae,Plectritis_congesta,mz2,4/25/2010,Oak Savannah
Bombus_flavifrons,Caprifoliaceae,Plectritis_congesta,mz2,4/25/2010,Oak Savannah
Bombus_bifarius,Caprifoliaceae,Plectritis_congesta,mz2,4/25/2010,Oak Savannah
Bombylius_major,Caprifoliaceae,Plectritis_congesta,mz2,4/25/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,mz2,4/25/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,mz2,4/25/2010,Oak Savannah
Osmia_lignaria,Asparagaceae,Camassia_quamash,mz2,4/25/2010,Oak Savannah
Bombus_flavifrons,Berberidaceae,Mahonia_aquifolium,cr2,4/22/2010,Oak Savannah
Bombus_flavifrons,Berberidaceae,Mahonia_aquifolium,cr2,4/22/2010,Oak Savannah
Bombus_flavifrons,Berberidaceae,Mahonia_aquifolium,cr2,4/22/2010,Oak Savannah
Bombus_flavifrons,Berberidaceae,Mahonia_aquifolium,cr2,4/22/2010,Oak Savannah
Bombus_mixtus,Berberidaceae,Mahonia_aquifolium,cr2,4/22/2010,Oak Savannah
Bombylius_major,Berberidaceae,Mahonia_aquifolium,cr2,4/22/2010,Oak Savannah
Bombus_bifarius,Asteraceae,Balsamorhiza_deltoidea,mz2,5/13/2010,Oak Savannah
Andrena_astragali,Melanthiaceae,Zygadenus_venenosus,mz2,5/13/2010,Oak Savannah
Andrena_angustitarsata,Apiaceae,Lomatium_nudicaule,mz2,5/13/2010,Oak Savannah
Lasioglossum_olympiae,Apiaceae,Lomatium_nudicaule,mz2,5/13/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_leichtlinii,mz2,5/13/2010,Oak Savannah
Osmia_lignaria,Asparagaceae,Camassia_leichtlinii,mz2,5/13/2010,Oak Savannah
Bombus_melanopygus,Asparagaceae,Camassia_leichtlinii,mz2,5/13/2010,Oak Savannah
Osmia_lignaria,Asparagaceae,Camassia_leichtlinii,mz2,5/13/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_leichtlinii,mz2,5/13/2010,Oak Savannah
Bombus_mixtus,Asparagaceae,Camassia_leichtlinii,mz2,5/13/2010,Oak Savannah
Bombus_flavifrons,Asparagaceae,Camassia_leichtlinii,mz2,5/13/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_leichtlinii,mz2,5/13/2010,Oak Savannah
Bombus_melanopygus,Asparagaceae,Camassia_leichtlinii,mz2,5/13/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,mz2,5/13/2010,Oak Savannah
Bombus_bifarius,Asparagaceae,Camassia_quamash,mz2,5/13/2010,Oak Savannah
Bombus_melanopygus,Asparagaceae,Camassia_quamash,mz2,5/13/2010,Oak Savannah
Osmia_lignaria,Asparagaceae,Camassia_quamash,mz2,5/13/2010,Oak Savannah
Erynnis_propertius,Asparagaceae,Camassia_quamash,mz2,5/13/2010,Oak Savannah
Lasioglossum_villosulum,Ranunculaceae,Ranunculus_occidentalis,mz2,5/13/2010,Oak Savannah
Andrena_caerulea,Ranunculaceae,Ranunculus_occidentalis,mz2,5/13/2010,Oak Savannah
Andrena_caerulea,Ranunculaceae,Ranunculus_occidentalis,mz2,5/13/2010,Oak Savannah
Andrena_caerulea,Ranunculaceae,Ranunculus_occidentalis,mz2,5/13/2010,Oak Savannah
Bombus_melanopygus,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/13/2010,Oak Savannah
Bombus_bifarius,Ericaceae,Arctostaphylos_uva-ursi,cr2,5/13/2010,Oak Savannah
Nomada_sp_4,Rosaceae,Fragaria_virginiana,cr2,5/13/2010,Oak Savannah
Cheilosia_rita,Rosaceae,Fragaria_virginiana,cr2,5/13/2010,Oak Savannah
Sphaerophoria_philanthus,Rosaceae,Fragaria_virginiana,cr2,5/13/2010,Oak Savannah
Bruchidae_sp,Apiaceae,Lomatium_utriculatum,mz2,5/13/2010,Oak Savannah
Bruchidae_sp,Apiaceae,Lomatium_utriculatum,mz2,5/13/2010,Oak Savannah
