YEAR,SAMPLING_ROUND,DATE,SITE,SPECIES,NUM_FLORAL_UNITS
2,5,7.11.2022,memorial south,Galium aparine,14
2,5,7.11.2022,memorial south,Leucanthemum vulgare,37
2,5,7.11.2022,memorial south,Delphinium consolida,143
2,5,7.11.2022,memorial south,Centaurea cyanus,18
2,5,7.11.2022,memorial south,Ranunculus repens,2
2,5,7.11.2022,memorial south,Sisymbrium officinale,10
2,5,7.11.2022,memorial south,Erodium cicutarium,8
2,5,7.11.2022,oak meadows,Stellaria media,128
2,5,7.11.2022,oak meadows,Achillea millefolium,3706
2,5,7.11.2022,oak meadows,Trifolium pratense,146
2,5,7.11.2022,oak meadows,Trifolium dubium,171
2,5,7.11.2022,oak meadows,Vicia cracca,143
2,5,7.11.2022,oak meadows,Hypochaeris radicata,9
2,5,7.11.2022,oak meadows,Cerastium glomeratum,8
2,5,7.11.2022,oak meadows,Ranunculus repens,19
2,5,7.11.2022,oak meadows,Trifolium repens,58
2,5,7.11.2022,oak meadows,Lupinus polyphyllus,23
2,5,7.11.2022,winona,Hypochaeris radicata,1
2,5,7.11.2022,winona,Cerastium glomeratum,9
2,5,7.11.2022,winona,Trifolium repens,275
2,5,7.11.2022,winona,Bellis perennis,3
2,5,7.11.2022,winona,Plantago lanceolata,22
2,5,7.11.2022,queen elizabeth,Trifolium dubium,516
2,5,7.11.2022,queen elizabeth,Bellis perennis,17
2,5,7.11.2022,queen elizabeth,Trifolium repens,57
2,5,7.11.2022,queen elizabeth,Veronica arvensis,2
2,5,7.11.2022,queen elizabeth,Cerastium glomeratum,2
2,5,7.8.2022,killarney,Coreopsis lanceolata,92
2,5,7.8.2022,killarney,Linum lewisii,4
2,5,7.8.2022,killarney,Medicago sativa,8
2,5,7.8.2022,killarney,Trifolium repens,143
2,5,7.8.2022,killarney,Trifolium dubium,255
2,5,7.8.2022,killarney,Trifolium pratense,112
2,5,7.8.2022,killarney,Gaillardia pulchella,1
2,5,7.8.2022,killarney,Hypochaeris radicata,94
2,5,7.8.2022,killarney,Trifolium incarnatum,6
2,5,7.8.2022,killarney,Melilotus officinalis,297
2,5,7.8.2022,killarney,Plantago lanceolata,35
2,5,7.8.2022,killarney,Erodium cicutarium,2
2,5,7.8.2022,killarney,Rorippa palustris,207
2,5,7.8.2022,falaise,Ranunculus repens,51
2,5,7.8.2022,falaise,Trifolium repens,96
2,5,7.8.2022,falaise,Prunella vulgaris,160
2,5,7.8.2022,falaise,Hypericum anagalloides,254
2,5,7.8.2022,falaise,Ranunculus acris,17
2,5,7.8.2022,falaise,Cerastium glomeratum,123
2,5,7.8.2022,falaise,Trifolium dubium,22
2,5,7.8.2022,falaise,Trifolium pratense,2
2,5,7.13.2022,locarno,Trifolium dubium,10
2,5,7.13.2022,locarno,Geranium molle,1
2,5,7.13.2022,locarno,Hypochaeris radicata,19
2,5,7.13.2022,locarno,Plantago lanceolata,4
2,5,7.13.2022,west memorial,Trifolium repens,239
2,5,7.13.2022,west memorial,Cerastium glomeratum,8
2,5,7.13.2022,west memorial,Stellaria media,40
2,5,7.13.2022,west memorial,Bellis perennis,91
2,5,7.13.2022,west memorial,Hypochaeris radicata,182
2,5,7.13.2022,west memorial,Trifolium dubium,32
2,5,7.13.2022,west memorial,Veronica arvensis,26
2,5,7.13.2022,west memorial,Prunella vulgaris,60
2,5,7.13.2022,west memorial,Plantago lanceolata,2
2,5,7.13.2022,west memorial,Ranunculus repens,61
2,5,7.13.2022,west memorial,Mycelis muralis,3
2,5,7.13.2022,prince of wales,Trifolium repens,30
2,5,7.13.2022,prince of wales,Stellaria media,1
2,5,7.13.2022,prince of wales,Achillea millefolium,2682
2,5,7.13.2022,prince of wales,Trifolium pratense,78
2,5,7.13.2022,prince of wales,Prunella vulgaris,10
2,5,7.13.2022,quilchena,Trifolium repens,327
2,5,7.13.2022,quilchena,Trifolium pratense,8
2,5,7.13.2022,quilchena,Achillea millefolium,4
2,5,7.13.2022,quilchena,Trifolium dubium,102
2,5,7.13.2022,quilchena,Ranunculus repens,12
2,5,7.13.2022,quilchena,Prunella vulgaris,17
2,5,7.13.2022,quilchena,Bellis perennis,4
2,5,7.13.2022,balaclava,Trifolium dubium,1975
2,5,7.13.2022,balaclava,Trifolium repens,108
2,5,7.13.2022,balaclava,Hypochaeris radicata,5
2,5,7.13.2022,balaclava,Veronica arvensis,4
2,5,7.13.2022,balaclava,Crepis capillaris,1
2,5,7.13.2022,balaclava,Bellis perennis,4
2,5,7.14.2022,kensington,Trifolium repens,33
2,5,7.14.2022,kensington,Prunella vulgaris,30
2,5,7.14.2022,kensington,Trifolium dubium,31
2,5,7.14.2022,gordon,Trifolium repens,165
2,5,7.14.2022,gordon,Trifolium dubium,322
2,5,7.14.2022,gordon,Bellis perennis,8
2,5,7.14.2022,gordon,Hypochaeris radicata,1
2,5,7.14.2022,gordon,Taraxacum officinale,1
2,6,7.27.2022,locarno,Hypochaeris radicata,1
2,6,7.27.2022,locarno,Coreopsis lanceolata,1
2,6,7.27.2022,locarno,Trifolium dubium,2
2,6,7.27.2022,west memorial,Trifolium repens,41
2,6,7.27.2022,west memorial,Bellis perennis,18
2,6,7.27.2022,west memorial,Hypochaeris radicata,178
2,6,7.27.2022,west memorial,Plantago lanceolata,2
2,6,7.27.2022,west memorial,Mycelis muralis,38
2,6,7.27.2022,west memorial,Stellaria media,218
2,6,7.27.2022,west memorial,Trifolium dubium,4
2,6,7.27.2022,west memorial,Crepis capillaris,3
2,6,7.28.22,balaclava,Crepis capillaris,8
2,6,7.28.22,balaclava,Trifolium repens,43
2,6,7.28.22,balaclava,Trifolium dubium,182
2,6,7.28.22,prince of wales,Achillea millefolium,1636
2,6,7.28.22,prince of wales,Trifolium pratense,56
2,6,7.28.22,prince of wales,Trifolium repens,2
2,6,7.28.22,prince of wales,Prunella vulgaris,28
2,6,7.28.22,prince of wales,Hypochaeris radicata,9
2,6,7.28.22,quilchena,Trifolium repens,165
2,6,7.28.22,quilchena,Prunella vulgaris,42
2,6,7.28.22,quilchena,Ranunculus repens,5
2,6,7.28.22,quilchena,Plantago majus,3
2,6,7.28.22,quilchena,Trifolium pratense,2
2,6,7.28.22,quilchena,Crepis capillaris,1
2,6,7.28.22,quilchena,Trifolium dubium,2
2,6,7.28.22,quilchena,Hypochaeris radicata,2
2,6,7.28.22,oak meadows,Ranunculus repens,2
2,6,7.28.22,oak meadows,Trifolium repens,3
2,6,7.28.22,oak meadows,Trifolium pratense,113
2,6,7.28.22,oak meadows,Achillea millefolium,6046
2,6,7.28.22,oak meadows,Hypochaeris radicata,3
2,6,7.28.22,winona,Trifolium dubium,22
2,6,7.28.22,winona,Plantago lanceolata,6
2,6,7.28.22,winona,Trifolium repens,136
2,6,7.28.22,winona,Cerastium glomeratum,1
2,6,7.28.22,winona,Geranium molle,5
2,6,7.29.22,bobolink,Trifolium repens,90
2,6,7.29.22,bobolink,Crepis capillaris,327
2,6,7.29.22,bobolink,Trifolium dubium,676
2,6,7.29.22,bobolink,Bellis perennis,9
2,6,7.29.22,bobolink,Plantago lanceolata,131
2,6,7.29.22,bobolink,Hypochaeris radicata,142
2,6,7.29.22,bobolink,Ranunculus repens,3
2,6,7.29.22,bobolink,Plantago majus,2
2,6,7.29.22,killarney,Trifolium pratense,423
2,6,7.29.22,killarney,Hypochaeris radicata,85
2,6,7.29.22,killarney,Coreopsis lanceolata,73
2,6,7.29.22,killarney,Linum lewisii,5
2,6,7.29.22,killarney,Cirsium vulgare,1
2,6,7.29.22,killarney,Medicago sativa,32
2,6,7.29.22,killarney,Crepis capillaris,245
2,6,7.29.22,killarney,Trifolium dubium,5
2,6,7.29.22,killarney,Trifolium repens,65
2,6,7.29.22,killarney,Plantago lanceolata,23
2,6,7.29.22,killarney,Melilotus albus,2832
2,6,7.29.22,killarney,Polygonum bistortoides,32
2,6,7.29.22,falaise,Trifolium repens,14
2,6,7.29.22,falaise,Trifolium pratense,2
2,6,7.29.22,falaise,Hypochaeris radicata,2
2,6,7.29.22,falaise,Prunella vulgaris,168
2,6,7.29.22,falaise,Ranunculus repens,4
2,6,8.1.22,moberly,Trifolium repens,40
2,6,8.1.22,moberly,Bellis perennis,3
2,6,8.1.22,gordon,Trifolium repens,115
2,6,8.1.22,gordon,Trifolium dubium,12
2,6,8.1.22,gordon,Crepis capillaris,9
2,6,8.1.22,memorial south,Achillea millefolium,978
2,6,8.1.22,memorial south,Trifolium pratense,40
2,6,8.1.22,memorial south,Delphinium consolida,504
2,6,8.1.22,memorial south,Leucanthemum vulgare,14
2,6,8.1.22,memorial south,Trifolium repens,2
2,6,8.1.22,memorial south,Campanula repens,4
2,6,8.1.22,memorial south,Centaurea cyanus,16
2,6,8.1.22,memorial south,Papaver sp.,1
2,6,8.1.22,memorial south,Solidago canadensis,320
2,6,8.1.22,memorial south,Malva alba,8
2,6,8.1.22,kensington,Trifolium repens,18
2,6,8.1.22,kensington,Hypochaeris radicata,3
2,6,8.1.22,kensington,Trifolium dubium,2
2,6,8.1.22,slocan,Trifolium repens,500
2,6,8.1.22,slocan,Plantago majus,22
2,6,8.2.22,china creek,Anaphalis margaritacea,1035
2,6,8.2.22,china creek,Melilotus albus,5728
2,6,8.2.22,china creek,Trifolium pratense,18
2,6,8.2.22,china creek,Centaurea cyanus,1
2,6,8.2.22,china creek,Eschscholzia californica,36
2,6,8.2.22,china creek,Papaver sp.,1
2,6,8.2.22,china creek,Thelesperma filifolium,7
2,6,8.2.22,china creek,Hypochaeris radicata,3
2,6,8.2.22,china creek,Crepis capillaris,28
2,6,8.2.22,china creek,Sisymbrium officinale,10
2,6,8.2.22,china creek,Achillea millefolium,4506
2,6,8.2.22,china creek,Medicago sativa,4
2,6,8.2.22,china creek,Lactuca serriola,2
2,6,8.2.22,china creek,Leucanthemum vulgare,5
2,6,8.2.22,china creek,Cirsium vulgare,2
2,6,8.2.22,rupert,Trifolium pratense,2
2,6,8.2.22,rupert,Crepis capillaris,19
2,6,8.2.22,rupert,Trifolium repens,8
2,6,8.2.22,rupert,Plantago lanceolata,3
2,6,8.2.22,queen elizabeth,Hypochaeris radicata,19
2,6,8.2.22,queen elizabeth,Trifolium repens,70
2,6,8.2.22,queen elizabeth,Bellis perennis,2
2,6,8.2.22,queen elizabeth,Trifolium dubium,50
2,6,8.2.22,queen elizabeth,Plantago lanceolata,5
3,1,5.1.2023,locarno,Taraxacum officinale,674
3,1,5.1.2023,locarno,Lepidium campestre,5493
3,1,5.1.2023,locarno,Stellaria media,250
3,1,5.1.2023,locarno,Veronica arvensis,393
3,1,5.1.2023,west memorial,Bellis perennis,56
3,1,5.1.2023,west memorial,Taraxacum officinale,50
3,1,5.1.2023,west memorial,Cardamine hirsuta,14
3,1,5.1.2023,west memorial,Stellaria media,61
3,1,5.1.2023,balaclava,Sagina procumbens,179
3,1,5.1.2023,balaclava,Stellaria media,111
3,1,5.1.2023,balaclava,Taraxacum officinale,1
3,1,5.1.2023,prince of wales,Taraxacum officinale,3
3,1,5.2.2023,quilchena,Taraxacum officinale,37
3,1,5.2.2023,winona,Taraxacum officinale,48
3,1,5.3.2023,winona,Bellis perennis,6
3,1,5.3.2023,queen elizabeth,Bellis perennis,316
3,1,5.3.2023,queen elizabeth,Taraxacum officinale,7
3,1,5.3.2023,queen elizabeth,Stellaria media,5
3,1,5.3.2023,queen elizabeth,Veronica arvensis,79
3,1,5.3.2023,oak meadows,Lepidium campestre,28
3,1,5.3.2023,oak meadows,Stellaria media,4
3,1,5.4.2023,moberly,Bellis perennis,175
3,1,5.4.2023,moberly,Capsella bursa-pastoris,30
3,1,5.4.2023,moberly,Veronica arvensis,1147
3,1,5.4.2023,moberly,Taraxacum officinale,22
3,1,5.4.2023,moberly,Draba verna,7
3,1,5.4.2023,moberly,Cerastium glomeratum,81
3,1,5.4.2023,moberly,Erodium cicutarium,3
3,1,5.4.2023,moberly,Sagina procumbens,18
3,1,5.4.2023,memorial south,Taraxacum officinale,5
3,1,5.4.2023,memorial south,Lamium purpureum,612
3,1,5.4.2023,memorial south,Cardamine hirsuta,34
3,1,5.4.2023,memorial south,Stellaria media,101
3,1,5.4.2023,memorial south,Anthriscus caucalis,21
3,1,5.4.2023,memorial south,Hyacinthoides non-scripta,6
3,1,5.8.2023,falaise,Taraxacum officinale,70
3,1,5.8.2023,falaise,Bellis perennis,11
3,1,5.8.2023,falaise,Sagina procumbens,19
3,1,5.8.2023,falaise,Lamium purpureum,12
3,1,5.8.2023,falaise,Ranunculus repens,1
3,1,5.8.2023,falaise,Veronica serpyllifolia,5
3,1,5.8.2023,rupert,Taraxacum officinale,23
3,1,5.8.2023,rupert,Bellis perennis,114
3,1,5.8.2023,rupert,Veronica arvensis,798
3,1,5.8.2023,rupert,Sagina procumbens,19
3,1,5.8.2023,slocan,Bellis perennis,106
3,1,5.8.2023,slocan,Veronica arvensis,92
3,1,5.8.2023,slocan,Sagina procumbens,28
3,1,5.8.2023,slocan,Veronica serpyllifolia,43
3,1,5.8.2023,slocan,Cerastium glomeratum,1
3,1,5.8.2023,slocan,Taraxacum officinale,3
3,1,5.8.2023,bobolink,Bellis perennis,249
3,1,5.8.2023,bobolink,Sagina procumbens,196
3,1,5.8.2023,bobolink,Taraxacum officinale,28
3,1,5.8.2023,bobolink,Cerastium glomeratum,31
3,1,5.8.2023,bobolink,Draba verna,55
3,1,5.8.2023,bobolink,Veronica arvensis,236
3,1,5.8.2023,bobolink,Stellaria media,248
3,1,5.8.2023,killarney,Taraxacum officinale,163
3,1,5.8.2023,killarney,Lamium purpureum,61
3,1,5.8.2023,killarney,Stellaria media,6
3,1,5.8.2023,killarney,Veronica arvensis,6
3,1,5.8.2023,gordon,Bellis perennis,46
3,1,5.8.2023,gordon,Taraxacum officinale,30
3,1,5.8.2023,gordon,Stellaria media,32
3,1,5.8.2023,gordon,Veronica arvensis,21
3,1,5.8.2023,gordon,Cerastium glomeratum,2
3,1,5.8.2023,gordon,Sagina procumbens,14
3,1,5.10.2023,kensington,Bellis perennis,15
3,1,5.10.2023,china creek,Taraxacum officinale,30
3,1,5.10.2023,china creek,Cerastium glomeratum,3
3,1,5.10.2023,china creek,Ranunculus repens,16
3,2,5.10.2023,quilchena,Taraxacum officinale,14
3,2,5.10.2023,quilchena,Cerastium glomeratum,1
3,2,5.10.2023,quilchena,Bellis perennis,3
3,2,5.10.2023,memorial south,Taraxacum officinale,3
3,2,5.10.2023,memorial south,Lamium purpureum,542
3,2,5.10.2023,memorial south,Anthriscus caucalis,20
3,2,5.10.2023,memorial south,Cardamine hirsuta,5
3,2,5.10.2023,memorial south,Nemophila menziesii,1
3,2,5.12.2023,moberly,Erodium cicutarium,7
3,2,5.12.2023,moberly,Draba verna,14
3,2,5.12.2023,moberly,Veronica arvensis,717
3,2,5.12.2023,moberly,Bellis perennis,747
3,2,5.12.2023,moberly,Taraxacum officinale,8
3,2,5.12.2023,moberly,Lepidium campestre,56
3,2,5.12.2023,moberly,Capsella bursa-pastoris,38
3,2,5.12.2023,oak meadows,Lepidium campestre,130
3,2,5.15.2023,locarno,Lepidium campestre,315
3,2,5.15.2023,locarno,Veronica arvensis,4
3,2,5.15.2023,locarno,Plectritis congesta,7
3,2,5.15.2023,locarno,Stellaria media,1
3,2,5.15.2023,balaclava,Taraxacum officinale,1
3,2,5.15.2023,balaclava,Veronica arvensis,72
3,2,5.15.2023,balaclava,Sagina procumbens,21
3,2,5.15.2023,balaclava,Cerastium glomeratum,1
3,2,5.15.2023,west memorial,Bellis perennis,272
3,2,5.15.2023,west memorial,Taraxacum officinale,9
3,2,5.15.2023,west memorial,Veronica arvensis,103
3,2,5.15.2023,west memorial,Veronica serpyllifolia,1
3,2,5.15.2023,prince of wales,NA,NA
3,2,5.16.2023,winona,Trifolium dubium,88
3,2,5.16.2023,winona,Bellis perennis,7
3,2,5.16.2023,winona,Taraxacum officinale,16
3,2,5.16.2023,queen elizabeth,Bellis perennis,560
3,2,5.16.2023,queen elizabeth,Taraxacum officinale,3
3,2,5.16.2023,queen elizabeth,Veronica arvensis,16
3,2,5.16.2023,china creek,Ranunculus repens,15
3,2,5.16.2023,china creek,Taraxacum officinale,8
3,2,5.16.2023,china creek,Phacelia tanacetifolia,7
3,2,5.16.2023,china creek,Stellaria media,5
3,2,5.16.2023,china creek,Nepeta cataria,1
3,2,5.16.2023,china creek,Lupinus polyphyllus,1087
3,2,5.16.2023,kensington,Bellis perennis,4
3,2,5.16.2023,kensington,Cerastium glomeratum,2
3,2,5.17.2023,slocan,Bellis perennis,91
3,2,5.17.2023,slocan,Veronica arvensis,60
3,2,5.17.2023,slocan,Trifolium repens,5
3,2,5.17.2023,slocan,Cerastium glomeratum,4
3,2,5.17.2023,slocan,Veronica serpyllifolia,65
3,2,5.17.2023,falaise,Ranunculus repens,5
3,2,5.17.2023,falaise,Veronica arvensis,4
3,2,5.17.2023,falaise,Bellis perennis,3
3,2,5.17.2023,falaise,Sagina apetala,33
3,2,5.17.2023,falaise,Ranunculus repens,1
3,2,5.17.2023,rupert,Bellis perennis,206
3,2,5.17.2023,rupert,Trifolium dubium,67
3,2,5.17.2023,rupert,Veronica arvensis,96
3,2,5.17.2023,rupert,Ranunculus repens,1
3,2,5.17.2023,rupert,Cerastium glomeratum,48
3,2,5.17.2023,rupert,Stellaria media,3
3,2,5.17.2023,rupert,Trifolium pratense,1
3,2,5.17.2023,gordon,Taraxacum officinale,2
3,2,5.17.2023,gordon,Bellis perennis,58
3,2,5.17.2023,gordon,Cerastium glomeratum,101
3,2,5.17.2023,gordon,Stellaria media,10
3,2,5.17.2023,gordon,Veronica arvensis,69
3,2,5.19.2023,bobolink,Taraxacum officinale,1
3,2,5.19.2023,bobolink,Bellis perennis,136
3,2,5.19.2023,bobolink,Trifolium dubium,586
3,2,5.19.2023,bobolink,Cerastium glomeratum,20
3,2,5.19.2023,bobolink,Ranunculus repens,2
3,2,5.19.2023,killarney,Taraxacum officinale,7
3,2,5.19.2023,killarney,Lupinus polyphyllus,957
3,2,5.19.2023,killarney,Linum lewisii,6
3,2,5.19.2023,killarney,Trifolium dubium,25
3,2,5.19.2023,killarney,Veronica arvensis,3
3,2,5.19.2023,killarney,Trifolium pratense,1
3,3,5.25.2023,locarno,Bellis perennis,8
3,3,5.25.2023,locarno,Veronica arvensis,5
3,3,5.25.2023,locarno,Trifolium dubium,221
3,3,5.25.2023,west memorial,Bellis perennis,163
3,3,5.25.2023,west memorial,Trifolium dubium,12
3,3,5.25.2023,west memorial,Veronica arvensis,19
3,3,5.25.2023,balaclava,Cerastium glomeratum,7
3,3,5.25.2023,balaclava,Veronica arvensis,17
3,3,5.25.2023,balaclava,Trifolium repens,3
3,3,5.25.2023,balaclava,Trifolium dubium,81
3,3,5.25.2023,prince of wales,Trifolium pratense,5
3,3,5.25.2023,prince of wales,Ranunculus acris,2
3,3,5.25.2023,prince of wales,Stellaria media,2
3,3,5.25.2023,quilchena,Trifolium pratense,7
3,3,5.25.2023,quilchena,Trifolium repens,72
3,3,5.25.2023,quilchena,Trifolium dubium,20
3,3,5.25.2023,quilchena,Cerastium glomeratum,5
3,3,5.25.2023,quilchena,Bellis perennis,8
3,3,5.25.2023,quilchena,Ranunculus repens,24
3,3,5.26.2023,oak meadows,Ranunculus acris,9
3,3,5.26.2023,oak meadows,Lepidium campestre,64
3,3,5.26.2023,oak meadows,Stellaria media,4
3,3,5.26.2023,oak meadows,Trifolium repens,2
3,3,5.26.2023,queen elizabeth,Bellis perennis,569
3,3,5.26.2023,queen elizabeth,Trifolium dubium,332
3,3,5.26.2023,queen elizabeth,Veronica arvensis,3
3,3,5.26.2023,queen elizabeth,Taraxacum officinale,1
3,3,5.26.2023,queen elizabeth,Trifolium repens,12
3,3,5.26.2023,winona,Trifolium dubium,21
3,3,5.26.2023,winona,Bellis perennis,9
3,3,5.26.2023,winona,Cerastium glomeratum,5
3,3,5.26.2023,winona,Bellis perennis,5
3,3,5.26.2023,winona,Veronica arvensis,6
3,3,5.26.2023,kensington,Trifolium repens,25
3,3,5.26.2023,kensington,Cerastium glomeratum,14
3,3,5.26.2023,kensington,Bellis perennis,5
3,3,5.26.2023,kensington,Trifolium dubium,684
3,3,5.29.2023,china creek,Lupinus polyphyllus,676
3,3,5.29.2023,china creek,Ranunculus repens,175
3,3,5.29.2023,china creek,Trifolium pratense,13
3,3,5.29.2023,china creek,Eschscholzia californica,1
3,3,5.29.2023,china creek,Papaver sp.,15
3,3,5.29.2023,china creek,Limnanthes douglasii,5
3,3,5.29.2023,china creek,Phacelia tanacetifolia,74
3,3,5.29.2023,china creek,Nepeta cataria,161
3,3,5.29.2023,china creek,Ranunculus acris,3
3,3,5.29.2023,memorial south,Lupinus polyphyllus,753
3,3,5.29.2023,memorial south,Geranium molle,3
3,3,5.29.2023,memorial south,Ranunculus repens,6
3,3,5.29.2023,memorial south,Trifolium repens,2
3,3,5.29.2023,memorial south,Vicia sativa,25
3,3,5.29.2023,moberly,Erodium cicutarium,18
3,3,5.29.2023,moberly,Trifolium dubium,739
3,3,5.29.2023,moberly,Bellis perennis,475
3,3,5.29.2023,moberly,Trifolium repens,60
3,3,5.29.2023,moberly,Cerastium glomeratum,30
3,3,5.29.2023,moberly,Veronica arvensis,183
3,3,5.29.2023,moberly,Capsella bursa-pastoris,111
3,3,5.29.2023,moberly,Taraxacum officinale,2
3,3,5.29.2023,moberly,Plantago lanceolata,2
3,3,5.29.2023,killarney,Lupinus polyphyllus,501
3,3,5.29.2023,killarney,Trifolium pratense,25
3,3,5.29.2023,killarney,Rorippa palustris,369
3,3,5.29.2023,killarney,Linum lewisii,4
3,3,6.1.2023,rupert,Bellis perennis,97
3,3,6.1.2023,rupert,Cerastium glomeratum,4
3,3,6.1.2023,rupert,Trifolium dubium,1848
3,3,6.1.2023,rupert,Ranunculus repens,16
3,3,6.1.2023,falaise,Ranunculus acris,6
3,3,6.1.2023,falaise,Trifolium repens,8
3,3,6.1.2023,falaise,Bellis perennis,1
3,3,6.1.2023,falaise,Ranunculus repens,469
3,3,6.1.2023,slocan,Bellis perennis,73
3,3,6.1.2023,slocan,Trifolium repens,182
3,3,6.1.2023,slocan,Trifolium dubium,806
3,3,6.1.2023,slocan,Veronica arvensis,27
3,3,6.1.2023,slocan,Veronica serpyllifolia,12
3,3,6.1.2023,bobolink,Bellis perennis,165
3,3,6.1.2023,bobolink,Trifolium dubium,1745
3,3,6.1.2023,bobolink,Ranunculus repens,102
3,3,6.2.2023,gordon,Trifolium dubium,534
3,3,6.2.2023,gordon,Trifolium repens,23
3,3,6.2.2023,gordon,Veronica arvensis,3
3,3,6.2.2023,gordon,Cerastium glomeratum,1
3,4,6.22.2023,kensington,Hypochaeris radicata,22
3,4,6.22.2023,kensington,Trifolium repens,51
3,4,6.22.2023,kensington,Cerastium glomeratum,1
3,4,6.22.2023,kensington,Trifolium dubium,142
3,4,6.22.2023,killarney,Hypochaeris radicata,32
3,4,6.22.2023,killarney,Trifolium pratense,27
3,4,6.22.2023,killarney,Trifolium repens,9
3,4,6.22.2023,killarney,Lotus corniculatus,9
3,4,6.22.2023,killarney,Gaillardia pulchella,16
3,4,6.22.2023,killarney,Lupinus polyphyllus,36
3,4,6.22.2023,killarney,Medicago sativa,9
3,4,6.22.2023,killarney,Coreopsis lanceolata,12
3,4,6.22.2023,killarney,Linum lewisii,4
3,4,6.22.2023,killarney,Taraxacum officinale,1
3,4,6.22.2023,killarney,Rorippa palustris,803
3,4,6.22.2023,bobolink,Trifolium repens,55
3,4,6.22.2023,bobolink,Ranunculus repens,10
3,4,6.22.2023,bobolink,Bellis perennis,8
3,4,6.22.2023,bobolink,Trifolium dubium,289
3,4,6.22.2023,bobolink,Cerastium glomeratum,13
3,4,6.22.2023,bobolink,Hypochaeris radicata,1
3,4,6.22.2023,gordon,Trifolium repens,165
3,4,6.22.2023,gordon,Trifolium dubium,396
3,4,6.22.2023,gordon,Veronica arvensis,6
3,4,6.22.2023,gordon,Bellis perennis,4
3,4,6.26.2023,china creek,Symphyotrichum douglasii,42
3,4,6.26.2023,china creek,Papaver sp.,8
3,4,6.26.2023,china creek,Trifolium repens,8
3,4,6.26.2023,china creek,Sysimbrium officinale,320
3,4,6.26.2023,china creek,Nepeta cataria,17
3,4,6.26.2023,china creek,Ranunculus repens,11
3,4,6.26.2023,china creek,Eschscholzia californica,18
3,4,6.26.2023,china creek,Anaphalis margaritacea,6
3,4,6.26.2023,china creek,Plantago lanceolata,4
3,4,6.26.2023,china creek,Eriophyllum lanatum,13
3,4,6.26.2023,china creek,Trifolium pratense,21
3,4,6.26.2023,china creek,Melilotus albus,220
3,4,6.26.2023,china creek,Achillea millefolium,3695
3,4,6.26.2023,rupert,Trifolium dubium,470
3,4,6.26.2023,rupert,Prunella vulgaris,42
3,4,6.26.2023,rupert,Bellis perennis,8
3,4,6.26.2023,rupert,Trifolium repens,26
3,4,6.26.2023,rupert,Cerastium glomeratum,14
3,4,6.26.2023,rupert,Veronica arvensis,1
3,4,6.26.2023,rupert,Trifolium pratense,12
3,4,6.26.2023,falaise,Ranunculus repens,40
3,4,6.26.2023,falaise,Trifolium repens,38
3,4,6.26.2023,falaise,Bellis perennis,1
3,4,6.26.2023,slocan,Trifolium dubium,212
3,4,6.26.2023,slocan,Bellis perennis,1
3,4,6.26.2023,slocan,Trifolium pratense,27
3,4,6.26.2023,slocan,Trifolium repens,242
3,4,6.26.2023,slocan,Veronica serpyllifolia,2
3,4,6.27.2023,locarno,Trifolium dubium,411
3,4,6.27.2023,locarno,Hypochaeris radicata,1
3,4,6.27.2023,west memorial,Hypochaeris radicata,9
3,4,6.27.2023,west memorial,Trifolium repens,8
3,4,6.27.2023,west memorial,Bellis perennis,1
3,4,6.27.2023,west memorial,Plantago lanceolata,1
3,4,6.27.2023,west memorial,Mycelis muralis,2
3,4,6.27.2023,west memorial,Ranunculus repens,6
3,4,6.27.2023,west memorial,Stellaria media,19
3,4,6.27.2023,balaclava,Trifolium repens,53
3,4,6.27.2023,balaclava,Trifolium dubium,53
3,4,6.27.2023,balaclava,Hypochaeris radicata,4
3,4,6.27.2023,balaclava,Plantago lanceolata,31
3,4,6.27.2023,prince of wales,Achillea millefolium,4220
3,4,6.27.2023,prince of wales,Hypochaeris radicata,1
3,4,6.27.2023,prince of wales,Trifolium pratense,117
3,4,6.27.2023,prince of wales,Trifolium repens,75
3,4,6.27.2023,prince of wales,Ranunculus acris,2
3,4,6.28.2023,queen elizabeth,Trifolium repens,13
3,4,6.28.2023,queen elizabeth,Bellis perennis,4
3,4,6.28.2023,queen elizabeth,Trifolium dubium,6
3,4,6.28.2023,queen elizabeth,Erodium cicutarium,1
3,4,6.28.2023,moberly,Erodium cicutarium,19
3,4,6.28.2023,moberly,Plantago lanceolata,10
3,4,6.28.2023,moberly,Trifolium dubium,151
3,4,6.28.2023,moberly,Hypochaeris radicata,1
3,4,6.28.2023,moberly,Trifolium repens,147
3,4,6.28.2023,moberly,Bellis perennis,16
3,4,6.28.2023,moberly,Veronica arvensis,34
3,4,6.28.2023,moberly,Capsella bursa-pastoris,137
3,4,6.28.2023,moberly,Achillea millefolium,144
3,4,6.28.2023,quilchena,Trifolium repens,275
3,4,6.28.2023,quilchena,Trifolium pratense,17
3,4,6.28.2023,quilchena,Hypochaeris radicata,3
3,4,6.28.2023,quilchena,Achillea millefolium,327
3,4,6.28.2023,oak meadows,Trifolium repens,12
3,4,6.28.2023,oak meadows,Trifolium pratense,16
3,4,6.28.2023,oak meadows,Ranunculus repens,2
3,4,6.28.2023,oak meadows,Hypochaeris radicata,41
3,4,6.28.2023,oak meadows,Stellaria media,8
3,4,6.28.2023,oak meadows,Ranunculus acris,2
3,4,6.28.2023,oak meadows,Plantago lanceolata,1
