sampling_round,site,date,clade,bee_id,sex,collected_specimen,collected_pollen,id_within_sitebydate,unique_specimen_id,overall_unique_can_assign_w_R,plant_netted_from_famly,plant_netted_from_genus,plant_netted_from_sci_name,notes_pollen_and_or_bee
5,gordon,7.3.2021,,Apis mellifera,f,n,y,10,NA,925,Fabaceae,Trifolium,Trifolium repens,
5,gordon,7.3.2021,,Apis mellifera,f,n,y,11,NA,926,Fabaceae,Trifolium,Trifolium repens,
5,gordon,7.3.2021,,Anthidium,m,y,y,12,JCU2021_417,927,Fabaceae,Trifolium,Trifolium repens,
5,gordon,7.3.2021,,Anthidium,f,y,y,13,JCU2021_418,928,Fabaceae,Trifolium,Trifolium repens,
5,gordon,7.3.2021,,Anthidium,f,y,y,14,JCU2021_419,929,Fabaceae,Trifolium,Trifolium repens,
5,gordon,7.3.2021,,Apis mellifera,NA,n,n,NA,NA,930,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
5,kensington,7.12.2021,,Apis mellifera,f,n,y,1,NA,931,Fabaceae,Trifolium,Trifolium repens,
5,kensington,7.12.2021,,Apis mellifera,f,n,y,2,NA,932,Fabaceae,Trifolium,Trifolium repens,
5,kensington,7.12.2021,,Bombus vosnesenskii,f,n,y,3,NA,933,Fabaceae,Trifolium,Trifolium repens,
5,kensington,7.12.2021,,Bombus vosnesenskii,f,n,y,4,NA,934,Fabaceae,Trifolium,Trifolium repens,
5,kensington,7.12.2021,,Bombus sp.,NA,y,y,5,JCU2021_420,935,Fabaceae,Trifolium,Trifolium repens,
5,kensington,7.12.2021,,Bombus sp.,NA,y,y,6,JCU2021_421,936,Fabaceae,Trifolium,Trifolium repens,
5,kensington,7.12.2021,,Anthidium,f,y,y,7,JCU2021_422,937,Fabaceae,Trifolium,Trifolium repens,
5,kensington,7.12.2021,,Apis mellifera,f,n,y,8,NA,938,Fabaceae,Trifolium,Trifolium repens,
5,kensington,7.12.2021,,Megachile,f,y,y,9,JCU2021_423,939,Fabaceae,Trifolium,Trifolium repens,
5,kensington,7.12.2021,,Melissodes,f,y,y,10,JCU2021_424,940,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,kensington,7.12.2021,,Apis mellifera,f,n,y,11,NA,941,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,kensington,7.12.2021,,Bombus sp.,f,y,y,12,JCU2021_425,942,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,kensington,7.12.2021,Syrphidae,Syritta pipiens,m,y,y,13,JCU2021_426,943,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,kensington,7.12.2021,,Apis mellifera,f,n,y,14,NA,944,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,kensington,7.12.2021,,Apis mellifera,NA,n,n,NA,NA,945,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,f,y,y,1,JCU2021_427,946,Brassicaceae,Capsella,Capsella bursa-pastoris,
5,killarney,7.9.2021,Syrphidae,Toxomerus marginatus,f,y,y,2,JCU2021_428,947,Brassicaceae,Capsella,Capsella bursa-pastoris,
5,killarney,7.9.2021,Syrphidae,Syritta pipiens,m,y,y,3,JCU2021_429,948,Brassicaceae,Capsella,Capsella bursa-pastoris,
5,killarney,7.9.2021,,Bombus vosnesenskii,f,n,y,4,NA,949,Fabaceae,Trifolium,Trifolium repens,
5,killarney,7.9.2021,,Apis mellifera,f,n,y,5,NA,950,Fabaceae,Trifolium,Trifolium repens,
5,killarney,7.9.2021,,Bombus sp.,NA,y,y,6,JCU2021_430,951,Fabaceae,Trifolium,Trifolium repens,
5,killarney,7.9.2021,,Bombus sp.,NA,y,y,7,JCU2021_431,952,Fabaceae,Trifolium,Trifolium repens,
5,killarney,7.9.2021,,Megachile,m,y,y,8,JCU2021_432,953,Fabaceae,Trifolium,Trifolium repens,
5,killarney,7.9.2021,,Apis mellifera,f,n,y,9,NA,954,Fabaceae,Trifolium,Trifolium repens,
5,killarney,7.9.2021,,Bombus vosnesenskii,f,n,y,10,NA,955,Fabaceae,Trifolium,Trifolium repens,
5,killarney,7.9.2021,,Anthidium,f,y,y,11,JCU2021_433,956,Fabaceae,Trifolium,Trifolium repens,
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,f,y,y,12,JCU2021_434,957,Asteraceae,Achillea,Achillea millefolium,
5,killarney,7.9.2021,Syrphidae,Toxomerus marginatus,f,y,y,13,JCU2021_435,958,Asteraceae,Achillea,Achillea millefolium,
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,f,y,y,14,JCU2021_436,959,Asteraceae,Achillea,Achillea millefolium,
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,m,y,y,15,JCU2021_437,960,Asteraceae,Achillea,Achillea millefolium,
5,killarney,7.9.2021,,Melissodes,f,y,y,16,JCU2021_438,961,Asteraceae,Achillea,Achillea millefolium,
5,killarney,7.9.2021,Syrphidae,Eupeodes fumipennis,f,y,y,17,JCU2021_439,962,Asteraceae,Achillea,Achillea millefolium,
5,killarney,7.9.2021,Syrphidae,Sphaerophoria philanthus,m,y,y,18,JCU2021_440,963,Asteraceae,Achillea,Achillea millefolium,
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,f,y,y,19,JCU2021_441,964,Asteraceae,Achillea,Achillea millefolium,
5,killarney,7.9.2021,Syrphidae,Syritta pipiens,f,y,y,20,JCU2021_442,965,Asteraceae,Achillea,Achillea millefolium,
5,killarney,7.9.2021,,Unknown,NA,y,y,21,JCU2021_443,966,Brassicaceae,Rorippa,Rorippa palustris,
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,f,y,y,22,JCU2021_444,967,Brassicaceae,Rorippa,Rorippa palustris,
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,m,y,y,23,JCU2021_445,968,Brassicaceae,Rorippa,Rorippa palustris,
5,killarney,7.9.2021,,Apis mellifera,f,n,y,24,NA,969,Brassicaceae,Rorippa,Rorippa palustris,
5,killarney,7.9.2021,,Apis mellifera,f,n,y,25,NA,970,Brassicaceae,Rorippa,Rorippa palustris,
5,killarney,7.9.2021,Syrphidae,Syritta pipiens,m,y,y,26,JCU2021_446,971,Brassicaceae,Rorippa,Rorippa palustris,
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,m,y,y,27,JCU2021_447,972,Brassicaceae,Rorippa,Rorippa palustris,
5,killarney,7.9.2021,,Andrena,f,y,y,28,JCU2021_449,973,Brassicaceae,Rorippa,Rorippa palustris,
5,killarney,7.9.2021,,Megachile,f,y,y,28.5,JCU2021_448,974,Brassicaceae,Rorippa,Rorippa palustris,
5,killarney,7.9.2021,,Syrphidae,NA,y,y,29,JCU2021_449,975,Brassicaceae,Rorippa,Rorippa palustris,
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,m,y,n,30,JCU2021_450,976,Brassicaceae,Rorippa,Rorippa palustris,"duplicate, no pollen collected"
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,m,y,n,31,JCU2021_451,977,Brassicaceae,Rorippa,Rorippa palustris,"duplicate, no pollen collected"
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,m,y,n,32,JCU2021_452,978,Brassicaceae,Rorippa,Rorippa palustris,"duplicate, no pollen collected"
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,f,y,n,33,JCU2021_453,979,Brassicaceae,Rorippa,Rorippa palustris,"duplicate, no pollen collected"
5,killarney,7.9.2021,,Melissodes,f,y,y,34,JCU2021_454,980,Asteraceae,Crepis,Crepis capillaris,
5,killarney,7.9.2021,,Bombus sp.,NA,y,y,35,JCU2021_455,981,Asteraceae,Crepis,Crepis capillaris,
5,killarney,7.9.2021,,Apis mellifera,f,n,y,36,NA,982,Asteraceae,Crepis,Crepis capillaris,
5,killarney,7.9.2021,,Bombus sp.,NA,y,y,37,JCU2021_456,983,Asteraceae,Crepis,Crepis capillaris,
5,killarney,7.9.2021,,Apis mellifera,NA,n,y,38,NA,984,Asteraceae,Crepis,Crepis capillaris,
5,killarney,7.9.2021,,Melissodes,f,y,y,39,JCU2021_457,985,Brassicaceae,Sisymbrium,Sisymbrium officinale,
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,f,y,y,40,JCU2021_458,986,Brassicaceae,Sisymbrium,Sisymbrium officinale,
5,killarney,7.9.2021,Syrphidae,Eristalis arbustorum,f,y,y,41,JCU2021_459,987,Brassicaceae,Sisymbrium,Sisymbrium officinale,
5,killarney,7.9.2021,,Apis mellifera,NA,n,n,NA,NA,988,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
5,locarno,7.6.2021,,Apis mellifera,f,n,y,1,NA,989,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Bombus flavifrons,f,n,y,2,NA,990,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Melissodes,f,y,y,3,JCU2021_460,991,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Melissodes,f,y,y,4,JCU2021_461,992,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,Syrphidae,Eupeodes fumipennis,m,y,y,5,JCU2021_462,993,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Melissodes,f,y,n,6,JCU2021_464,994,,,,
5,locarno,7.6.2021,,Hoplitis,f,y,y,7,JCU2021_463,995,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Melissodes,f,y,y,8,JCU2021_465,996,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Apis mellifera,f,n,y,9,NA,997,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Bombus impatiens,f,n,y,10,NA,998,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Melissodes,f,y,y,11,JCU2021_466,999,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Apis mellifera,f,n,y,12,NA,1000,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Bombus impatiens,m,y,y,13,JCU2021_467,1001,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Megachile,f,y,y,14,JCU2021_468,1002,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Melissodes,f,y,y,15,JCU2021_469,1003,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,locarno,7.6.2021,,Apis mellifera,f,n,y,16,NA,1004,Fabaceae,Trifolium,Trifolium repens,
5,locarno,7.6.2021,,Apis mellifera,f,n,y,17,NA,1005,Fabaceae,Trifolium,Trifolium repens,
5,locarno,7.6.2021,,Apis mellifera,f,n,y,18,NA,1006,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Anthidium,f,y,y,1,JCU2021_470,1007,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Anthidium,f,y,y,2,JCU2021_471,1008,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Bombus vosnesenskii,f,n,y,3,NA,1009,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Bombus vosnesenskii,f,n,y,4,NA,1010,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Bombus impatiens,f,n,y,5,NA,1011,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Bombus impatiens,f,n,y,6,NA,1012,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Bombus impatiens,f,n,y,7,NA,1013,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Apis mellifera,f,n,y,8,NA,1014,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Apis mellifera,f,n,y,9,NA,1015,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Apis mellifera,f,n,y,10,NA,1016,Fabaceae,Trifolium,Trifolium repens,
5,moberly,7.2.2021,,Bombus vosnesenskii,f,n,y,11,NA,1017,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
5,moberly,7.2.2021,,Apis mellifera,f,n,y,12,NA,1018,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
5,moberly,7.2.2021,,Apis mellifera,NA,n,n,NA,NA,1019,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
5,oak meadows,7.2.2021,,Melissodes,f,y,y,1,JCU2021_472,1020,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,oak meadows,7.2.2021,,Halictus,f,y,y,2,JCU2021_473,1021,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,oak meadows,7.2.2021,,Melissodes,f,y,y,3,JCU2021_474,1022,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,oak meadows,7.2.2021,,Agapostemon,f,y,y,4,JCU2021_475,1023,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,oak meadows,7.2.2021,,Megachile,f,y,y,5,JCU2021_476,1024,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,oak meadows,7.2.2021,,Bombus vosnesenskii,m,n,y,6,NA,1025,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,oak meadows,7.2.2021,,Apis mellifera,f,n,y,7,NA,1026,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,oak meadows,7.2.2021,,Bombus flavifrons,f,n,y,8,NA,1027,Fabaceae,Vicia,Vicia cracca,
5,oak meadows,7.2.2021,,Megachile,f,y,y,9,JCU2021_477,1028,Fabaceae,Vicia,Vicia cracca,
5,oak meadows,7.2.2021,,Bombus vosnesenskii,f,n,y,10,NA,1029,Fabaceae,Vicia,Vicia cracca,
5,oak meadows,7.2.2021,,Bombus vosnesenskii,m,n,y,11,NA,1030,Fabaceae,Vicia,Vicia cracca,
5,oak meadows,7.2.2021,,Bombus flavifrons,f,n,y,12,NA,1031,Fabaceae,Vicia,Vicia cracca,
5,oak meadows,7.2.2021,,Halictus,f,y,y,13,JCU2021_478,1032,Ranunculaceae,Ranunculus,Ranunculus repens,
5,oak meadows,7.2.2021,,Megachile,m,y,y,14,JCU2021_479,1033,Asteraceae,Cirsium,Cirsium arvense,
5,oak meadows,7.2.2021,,Anthidium,f,y,y,15,JCU2021_480,1034,Fabaceae,Lotus,Lotus corniculatus,
5,oak meadows,7.2.2021,,Anthidium,f,y,y,16,JCU2021_481,1035,Fabaceae,Lotus,Lotus corniculatus,
5,oak meadows,7.2.2021,,Megachile,m,y,y,17,JCU2021_482,1036,Rosaceae,Rubus,Rubus armeniacus,
5,oak meadows,7.2.2021,,Bombus vosnesenskii,f,n,y,18,NA,1037,Fabaceae,Trifolium,Trifolium repens,
5,oak meadows,7.2.2021,,Bombus flavifrons,f,n,y,19,NA,1038,Fabaceae,Trifolium,Trifolium pratense,
5,oak meadows,7.2.2021,,Bombus flavifrons,f,n,y,20,NA,1039,Fabaceae,Trifolium,Trifolium pratense,
5,oak meadows,7.2.2021,,Bombus sp.,NA,n,y,21,NA,1040,Asteraceae,Achillea,Achillea millefolium,Missing specimen?
5,prince of wales,7.5.2021,Syrphidae,Eristalis arbustorum,f,y,y,1,JCU2021_500,1041,Asteraceae,Achillea,Achillea millefolium,"note, all achillea collections from this site/date might be out of order"
5,prince of wales,7.5.2021,,Andrena,f,y,y,2,JCU2021_488,1042,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Andrena,m,y,y,3,JCU2021_501,1043,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Halictus,f,y,y,4,JCU2021_493,1044,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Halictus,f,y,n,4.5,JCU2021_493,1045,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Melissodes,f,y,y,5,JCU2021_502,1046,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Melissodes,f,y,y,6,JCU2021_503,1047,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Megachile,m,y,y,7,JCU2021_491,1048,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Andrena,f,y,y,8,JCU2021_494,1049,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Halictus,f,y,y,9,JCU2021_497,1050,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Andrena,f,y,y,10,JCU2021_498,1051,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,Syrphidae,Eristalis arbustorum,m,y,y,11,JCU2021_495,1052,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Melissodes,f,y,y,12,JCU2021_504,1053,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,Syrphidae,Eristalis arbustorum,f,y,y,13,JCU2021_496,1054,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Melissodes,f,y,y,14,JCU2021_505,1055,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Halictus,f,y,y,15,JCU2021_489,1056,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Melissodes,f,y,y,16,JCU2021_490,1057,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Andrena,f,y,y,17,JCU2021_492,1058,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Megachile,f,y,y,18,JCU2021_499,1059,Asteraceae,Achillea,Achillea millefolium,
5,prince of wales,7.5.2021,,Halictus,f,y,y,19,JCU2021_513,1060,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,prince of wales,7.5.2021,,Megachile,f,y,y,20,JCU2021_512,1061,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,prince of wales,7.5.2021,,Halictus,f,y,y,21,JCU2021_521,1062,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,prince of wales,7.5.2021,,Halictus,f,MISSING???,y,22,MISSING???,1063,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,prince of wales,7.5.2021,,Bombus impatiens,f,n,y,23,NA,1064,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,prince of wales,7.5.2021,,Apis mellifera,f,n,y,24,NA,1065,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,prince of wales,7.5.2021,,Apis mellifera,f,n,y,25,NA,1066,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,prince of wales,7.5.2021,,Apis mellifera,f,n,y,26,NA,1067,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,prince of wales,7.5.2021,,Bombus flavifrons,f,n,y,27,NA,1068,Fabaceae,Trifolium,Trifolium pratense,
5,prince of wales,7.5.2021,,Bombus flavifrons,f,n,y,28,NA,1069,Fabaceae,Trifolium,Trifolium pratense,
5,prince of wales,7.5.2021,,Bombus flavifrons,f,n,y,29,NA,1070,Fabaceae,Trifolium,Trifolium pratense,
5,prince of wales,7.5.2021,,Bombus vosnesenskii,f,n,y,30,NA,1071,Fabaceae,Trifolium,Trifolium pratense,
5,prince of wales,7.5.2021,,Bombus flavifrons,f,n,y,31,NA,1072,Fabaceae,Trifolium,Trifolium pratense,
5,prince of wales,7.5.2021,,Bombus flavifrons,f,n,y,32,NA,1073,Fabaceae,Trifolium,Trifolium pratense,
5,prince of wales,7.5.2021,,Bombus vosnesenskii,f,n,y,33,NA,1074,Fabaceae,Trifolium,Trifolium pratense,
5,prince of wales,7.5.2021,,Bombus vosnesenskii,f,n,y,34,NA,1075,Fabaceae,Trifolium,Trifolium repens,
5,prince of wales,7.5.2021,,Bombus sp.,m,y,n,35,JCU2021_522,1076,Fabaceae,Trifolium,Trifolium repens,missing pollen?
5,prince of wales,7.5.2021,,Apis mellifera,NA,n,n,NA,NA,1077,Asteraceae,Hypochaeris,Hypochaeris radicata,"duplicate, not collected"
5,queen elizabeth,7.2.2021,,Apis mellifera,f,n,y,1,NA,1078,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Bombus impatiens,f,n,y,2,NA,1079,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Melissodes,f,y,y,3,JCU2021_523,1080,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,Syrphidae,Syrphus opinator,m,y,y,4,JCU2021_524,1081,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Melissodes,f,y,y,5,JCU2021_525,1082,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Melissodes,f,y,y,6,JCU2021_526,1083,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Halictus,f,y,y,7,JCU2021_527,1084,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Syrphidae,NA,y,y,8,JCU2021_528,1085,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,Syrphidae,Sphaerophoria philanthus,m,y,y,9,JCU2021_529,1086,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Melissodes,f,y,y,10,JCU2021_530,1087,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Apis mellifera,f,n,y,11,NA,1088,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Apis mellifera,f,n,y,12,NA,1089,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Bombus vosnesenskii,m,n,y,13,NA,1090,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Bombus mixtus,m,n,y,14,NA,1091,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,queen elizabeth,7.2.2021,,Megachile,f,y,y,15,JCU2021_531,1092,Fabaceae,Trifolium,Trifolium repens,
5,queen elizabeth,7.2.2021,,Anthidium,f,y,y,16,JCU2021_532,1093,Fabaceae,Trifolium,Trifolium repens,
5,queen elizabeth,7.2.2021,,Anthidium,f,y,y,17,JCU2021_533,1094,Fabaceae,Trifolium,Trifolium repens,
5,queen elizabeth,7.2.2021,,Apis mellifera,f,n,y,18,NA,1095,Fabaceae,Trifolium,Trifolium repens,
5,queen elizabeth,7.2.2021,,Apis mellifera,f,n,y,19,NA,1096,Fabaceae,Trifolium,Trifolium repens,
5,queen elizabeth,7.2.2021,,Apis mellifera,f,n,y,20,NA,1097,Fabaceae,Trifolium,Trifolium repens,
5,queen elizabeth,7.2.2021,,Apis mellifera,NA,n,n,NA,NA,1098,Asteraceae,Hypochaeris,Hypochaeris radicata,"duplicate, not collected"
5,quilchena,7.5.2021,,Apis mellifera,f,n,y,1,NA,1099,Fabaceae,Trifolium,Trifolium repens,
5,quilchena,7.5.2021,,Apis mellifera,f,n,y,2,NA,1100,Fabaceae,Trifolium,Trifolium repens,
5,quilchena,7.5.2021,,Apis mellifera,f,n,y,3,NA,1101,Fabaceae,Trifolium,Trifolium repens,
5,quilchena,7.5.2021,,Bombus vosnesenskii,f,n,y,4,NA,1102,Fabaceae,Trifolium,Trifolium repens,
5,quilchena,7.5.2021,,Bombus vosnesenskii,f,n,y,5,NA,1103,Fabaceae,Trifolium,Trifolium repens,
5,quilchena,7.5.2021,,Bombus vosnesenskii,f,n,y,6,NA,1104,Fabaceae,Trifolium,Trifolium repens,
5,quilchena,7.5.2021,,Bombus impatiens,f,n,y,7,NA,1105,Fabaceae,Trifolium,Trifolium repens,
5,quilchena,7.5.2021,,Bombus impatiens,f,n,y,8,NA,1106,Fabaceae,Trifolium,Trifolium repens,
5,quilchena,7.5.2021,,Bombus mixtus,f,n,y,9,NA,1107,Fabaceae,Trifolium,Trifolium repens,
5,quilchena,7.5.2021,,Bombus vosnesenskii,f,n,y,10,NA,1108,Fabaceae,Trifolium,Trifolium pratense,
5,quilchena,7.5.2021,,Bombus vosnesenskii,f,n,y,11,NA,1109,Fabaceae,Trifolium,Trifolium pratense,
5,quilchena,7.5.2021,,Lasioglossum,f,y,y,12,JCU2021_534,1110,Asteraceae,Hypochaeris,Hypochaeris radicata,
5,quilchena,7.5.2021,,Anthidium,f,y,y,13,JCU2021_535,1111,Fabaceae,Lotus,Lotus corniculatus,
5,quilchena,7.5.2021,,Apis mellifera,NA,n,n,NA,NA,1112,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
5,rupert,7.13.2021,,Lasioglossum,f,y,y,1,JCU2021_536,1113,Asteraceae,Crepis,Crepis capillaris,
5,rupert,7.13.2021,,Lasioglossum,f,y,y,2,JCU2021_537,1114,Asteraceae,Crepis,Crepis capillaris,
5,rupert,7.13.2021,,Bombus flavifrons,f,n,y,3,NA,1115,Fabaceae,Trifolium,Trifolium pratense,
5,rupert,7.13.2021,,Bombus flavifrons,f,n,y,4,NA,1116,Fabaceae,Trifolium,Trifolium pratense,
5,rupert,7.13.2021,,Bombus vosnesenskii,f,n,y,5,NA,1117,Fabaceae,Trifolium,Trifolium pratense,
5,rupert,7.13.2021,,Bombus flavifrons,f,n,y,6,NA,1118,Fabaceae,Trifolium,Trifolium pratense,
5,rupert,7.13.2021,,Bombus vosnesenskii,f,n,y,7,NA,1119,Fabaceae,Trifolium,Trifolium pratense,
5,rupert,7.13.2021,,Anthidium,f,y,y,8,JCU2021_538,1120,Fabaceae,Trifolium,Trifolium repens,
5,rupert,7.13.2021,,Apis mellifera,f,n,y,9,NA,1121,Fabaceae,Trifolium,Trifolium repens,
5,rupert,7.13.2021,,Apis mellifera,f,n,y,10,NA,1122,Fabaceae,Trifolium,Trifolium repens,
5,rupert,7.13.2021,,Bombus flavifrons,f,n,y,11,NA,1123,Fabaceae,Trifolium,Trifolium repens,
5,rupert,7.13.2021,,Bombus vosnesenskii,f,n,y,12,NA,1124,Fabaceae,Trifolium,Trifolium repens,
5,rupert,7.13.2021,Syrphidae,Eupeodes fumipennis,f,y,y,13,JCU2021_539,1125,Fabaceae,Trifolium,Trifolium repens,
5,rupert,7.13.2021,,Apis mellifera,f,n,y,14,NA,1126,Fabaceae,Trifolium,Trifolium repens,
5,rupert,7.13.2021,,Bombus vosnesenskii,f,n,y,15,NA,1127,Fabaceae,Trifolium,Trifolium repens,
5,rupert,7.13.2021,,Anthidium,f,y,y,16,JCU2021_540,1128,Fabaceae,Lotus,Lotus corniculatus,
5,rupert,7.13.2021,,Megachile,f,y,y,17,JCU2021_541,1129,Fabaceae,Lotus,Lotus corniculatus,
5,rupert,7.13.2021,,Megachile,f,y,y,18,JCU2021_542,1130,Fabaceae,Lotus,Lotus corniculatus,
5,rupert,7.13.2021,,Bombus vosnesenskii,m,n,y,19,NA,1131,Fabaceae,Lotus,Lotus corniculatus,
5,rupert,7.13.2021,,Megachile,f,y,y,20,JCU2021_543,1132,Fabaceae,Lotus,Lotus corniculatus,
5,rupert,7.13.2021,,Bombus vosnesenskii,f,n,y,21,NA,1133,Fabaceae,Lotus,Lotus corniculatus,
5,rupert,7.13.2021,,Anthidium,f,y,y,22,JCU2021_544,1134,Fabaceae,Lotus,Lotus corniculatus,
5,rupert,7.13.2021,,Megachile,f,y,y,23,JCU2021_545,1135,Fabaceae,Lotus,Lotus corniculatus,
5,rupert,7.13.2021,,Anthidium,f,y,y,24,JCU2021_546,1136,Fabaceae,Lotus,Lotus corniculatus,
5,rupert,7.13.2021,,Anthidium,f,y,y,25,JCU2021_547,1137,Fabaceae,Lotus,Lotus corniculatus,
